ward	name
1 - Balagolla	Samarasinghage Jeewani
2 - karadagahamada	Dissanayaka Mudiyanselage Manjula Dissanayaka
3 - Meegahakivuia	Thennakoon Mudiyanselage Gayan Harshana Thennakoon
4 - Akurukaduwa	Weerasingha Mudiyanselage Chamara Lasantha Weerasingha
5 - Kalugahakandura	Udagedara Gunasekara
6 - Roberiya	Ramakutti Parameshwaran
7 - Pitamaruwa	Dunukara Mudiyanselage Ariyawathi
8 - Katawatta	Dissanayaka Mudiyanselage Jayantha Chandrarathna Dissanayaka
9 - Kohana	Dissanayaka Mudiyanselage Kolitha Bhanaka Jayasundara
10 - Taldana	Wijekoon Mudiyanselage Samantha Kumara Wijekoon
